age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,marital1,education1,default1,housing1,loan1,contact1,month1,day_of_week1,poutcome1,y1,job1
29,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,2,6,1,2,1,2,9,5,1,2,12
19,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,2,6,1,2,1,2,9,1,1,2,12
32,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,2,7,1,2,1,2,9,1,1,2,12
19,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,2,6,1,3,3,2,9,1,1,2,12
19,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,2,6,1,2,1,2,9,1,2,2,12
19,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,2,6,1,2,1,1,9,2,1,2,12
19,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,2,6,1,2,2,2,9,2,1,2,12
19,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,2,1,1,1,2,2,9,3,1,2,12
26,4,999,0,-1.8,93.075,-47.1,1.406,5099.1,2,2,1,2,1,2,9,4,1,2,12
24,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,2,5,1,2,1,2,9,4,1,2,12
24,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,2,2,1,1,2,2,9,4,1,2,12
27,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,2,6,2,2,1,2,9,4,1,2,12
22,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,2,2,1,1,1,2,9,4,1,2,12
20,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,2,2,1,2,1,2,9,4,1,2,12
32,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,2,1,2,1,2,9,4,1,2,12
32,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,2,1,1,1,2,9,4,1,2,12
21,2,999,0,-1.8,92.893,-46.2,1.354,5099.1,2,6,1,2,2,2,1,1,1,2,12
22,3,999,0,-1.8,92.893,-46.2,1.354,5099.1,2,2,1,2,2,2,1,1,1,2,12
26,3,999,1,-1.8,92.893,-46.2,1.354,5099.1,2,2,1,1,1,2,1,1,2,2,12
21,5,999,0,-1.8,92.893,-46.2,1.354,5099.1,2,6,1,1,1,2,1,1,1,2,12
30,3,999,0,-1.8,92.893,-46.2,1.291,5099.1,2,7,1,2,1,2,1,2,1,2,12
24,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,2,2,1,1,1,2,1,3,2,2,12
25,3,999,1,-1.8,92.893,-46.2,1.266,5099.1,2,2,1,2,1,2,1,4,2,2,12
28,4,999,0,-1.8,92.893,-46.2,1.266,5099.1,2,7,1,1,2,2,1,4,1,2,12
19,1,999,0,-1.8,92.893,-46.2,1.259,5099.1,2,4,1,2,1,2,1,5,1,2,12
18,1,999,1,-1.8,92.893,-46.2,1.259,5099.1,2,2,1,1,1,2,1,5,2,2,12
26,2,999,0,-1.8,92.893,-46.2,1.259,5099.1,2,5,1,1,2,2,1,5,1,2,12
27,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,2,2,1,2,2,2,1,2,1,2,12
22,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,2,2,1,2,2,2,1,2,1,2,12
21,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,2,2,1,2,1,2,1,2,1,2,12
21,2,999,0,-2.9,92.963,-40.8,1.266,5076.2,2,2,1,2,1,2,2,1,1,2,12
27,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,2,4,1,2,2,2,2,2,1,2,12
23,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,2,2,1,1,1,2,2,2,1,2,12
28,4,999,0,-2.9,92.963,-40.8,1.26,5076.2,2,2,1,2,1,2,2,3,1,2,12
20,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,2,6,1,2,1,2,2,3,1,2,12
23,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,2,2,1,1,1,2,2,3,1,2,12
21,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,2,2,1,1,1,2,2,4,1,2,12
25,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,2,7,1,1,2,2,2,4,1,2,12
24,3,999,2,-2.9,92.963,-40.8,1.26,5076.2,2,2,1,3,3,2,2,4,2,2,12
22,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,2,2,1,1,2,1,2,4,1,2,12
25,1,999,0,-2.9,92.963,-40.8,1.268,5076.2,1,7,1,1,1,2,2,5,1,2,12
21,2,999,0,-2.9,92.963,-40.8,1.268,5076.2,2,7,1,1,1,2,2,5,1,2,12
28,3,999,0,-2.9,92.963,-40.8,1.268,5076.2,2,2,1,2,1,2,2,5,1,2,12
20,2,999,0,-2.9,92.963,-40.8,1.268,5076.2,2,2,1,2,1,2,2,5,1,2,12
25,3,999,0,-2.9,92.963,-40.8,1.281,5076.2,2,6,1,1,1,2,2,1,1,2,12
24,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,2,6,1,2,1,2,2,1,1,2,12
25,2,999,0,-2.9,92.963,-40.8,1.235,5076.2,2,7,1,2,2,2,2,4,1,2,12
25,6,999,1,-2.9,92.963,-40.8,1.235,5076.2,2,7,1,1,2,1,2,4,2,2,12
39,3,999,0,-2.9,92.963,-40.8,1.224,5076.2,2,6,1,2,1,2,2,5,1,2,12
23,3,999,0,-2.9,92.469,-33.6,1.048,5076.2,2,2,1,1,1,2,3,1,1,2,12
25,1,999,0,-2.9,92.469,-33.6,1.044,5076.2,2,6,2,2,1,2,3,2,1,2,12
23,2,13,1,-2.9,92.469,-33.6,1.044,5076.2,2,2,1,2,1,2,3,2,3,2,12
23,1,999,1,-2.9,92.469,-33.6,1.044,5076.2,2,2,1,1,1,2,3,2,2,2,12
20,1,999,0,-2.9,92.469,-33.6,1.029,5076.2,2,2,1,2,1,2,3,3,1,2,12
29,2,999,0,-2.9,92.469,-33.6,1.018,5076.2,2,2,1,2,1,2,3,4,1,2,12
30,2,13,2,-2.9,92.469,-33.6,0.908,5076.2,2,7,1,1,1,2,3,2,2,2,12
18,1,999,0,-2.9,92.201,-31.4,0.884,5076.2,2,4,1,2,1,2,4,2,1,2,12
29,1,4,3,-2.9,92.201,-31.4,0.884,5076.2,2,2,1,3,3,2,4,2,3,2,12
20,1,999,0,-2.9,92.201,-31.4,0.884,5076.2,2,2,1,1,2,2,4,3,1,2,12
24,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,2,2,1,1,1,2,4,4,1,2,12
24,1,999,0,-2.9,92.201,-31.4,0.881,5076.2,2,2,1,2,1,2,4,5,1,2,12
26,2,999,1,-2.9,92.201,-31.4,0.883,5076.2,2,5,1,2,1,2,4,2,2,2,12
26,1,4,1,-2.9,92.201,-31.4,0.879,5076.2,2,4,1,2,1,2,4,3,3,2,12
26,1,999,0,-2.9,92.201,-31.4,0.879,5076.2,2,4,1,1,1,1,4,3,1,2,12
26,1,999,0,-2.9,92.201,-31.4,0.879,5076.2,2,4,1,2,1,2,4,3,1,2,12
20,1,999,1,-2.9,92.201,-31.4,0.879,5076.2,2,1,1,2,1,2,4,3,2,2,12
20,1,999,0,-2.9,92.201,-31.4,0.879,5076.2,2,1,1,2,1,2,4,3,1,2,12
23,3,15,3,-2.9,92.201,-31.4,0.873,5076.2,2,2,1,2,1,2,4,4,2,2,12
22,2,999,0,-2.9,92.201,-31.4,0.873,5076.2,2,2,1,2,1,2,4,4,1,2,12
22,2,4,2,-2.9,92.201,-31.4,0.873,5076.2,2,3,1,2,1,2,4,4,3,2,12
26,2,999,0,-2.9,92.201,-31.4,0.869,5076.2,2,5,1,2,1,2,4,5,1,2,12
17,2,999,1,-2.9,92.201,-31.4,0.869,5076.2,2,4,1,3,3,2,4,5,2,2,12
22,2,999,1,-2.9,92.201,-31.4,0.861,5076.2,2,5,1,2,1,2,4,1,2,2,12
20,1,999,1,-2.9,92.201,-31.4,0.859,5076.2,2,2,1,2,1,2,4,2,2,2,12
25,1,999,0,-2.9,92.201,-31.4,0.851,5076.2,2,7,1,1,1,2,4,4,1,2,12
24,1,999,0,-2.9,92.201,-31.4,0.849,5076.2,2,2,1,1,1,2,4,5,1,2,12
28,4,999,1,-2.9,92.201,-31.4,0.829,5076.2,2,6,1,1,1,2,4,4,2,2,12
26,1,999,0,-2.9,92.201,-31.4,0.825,5076.2,2,7,1,1,2,2,4,5,1,2,12
26,2,6,2,-2.9,92.201,-31.4,0.825,5076.2,2,2,1,2,1,2,4,5,2,2,12
30,2,3,2,-2.9,92.201,-31.4,0.821,5076.2,1,7,1,1,1,2,4,1,3,2,12
30,3,3,1,-2.9,92.201,-31.4,0.821,5076.2,1,7,1,2,1,2,4,1,3,2,12
18,1,3,1,-3.4,92.379,-29.8,0.809,5017.5,2,6,1,1,1,2,10,4,3,2,12
26,1,3,1,-3.4,92.379,-29.8,0.809,5017.5,2,6,1,2,2,2,10,4,3,2,12
18,1,999,0,-3.4,92.379,-29.8,0.803,5017.5,2,6,1,2,1,2,10,5,1,2,12
28,2,999,0,-3.4,92.379,-29.8,0.803,5017.5,2,2,1,1,1,2,10,5,1,2,12
24,1,999,0,-3.4,92.379,-29.8,0.788,5017.5,2,4,1,3,3,2,10,2,1,2,12
21,1,999,0,-3.4,92.379,-29.8,0.77,5017.5,2,4,1,3,3,2,10,2,1,2,12
35,2,999,0,-3.4,92.431,-26.9,0.742,5017.5,2,7,1,2,1,2,5,2,1,2,12
22,1,6,1,-3.4,92.431,-26.9,0.742,5017.5,2,2,1,2,1,2,5,2,3,2,12
17,1,2,2,-3.4,92.431,-26.9,0.742,5017.5,2,6,1,1,2,2,5,2,3,2,12
26,3,999,0,-3.4,92.431,-26.9,0.742,5017.5,2,4,1,2,1,1,5,2,1,2,12
22,2,999,1,-3.4,92.431,-26.9,0.739,5017.5,2,2,1,1,1,2,5,5,2,2,12
21,1,999,0,-3.4,92.431,-26.9,0.739,5017.5,2,2,1,1,1,2,5,1,1,2,12
22,3,6,1,-3.4,92.431,-26.9,0.73,5017.5,2,2,1,1,1,2,5,5,3,2,12
21,1,999,0,-3.4,92.431,-26.9,0.73,5017.5,2,2,1,2,1,2,5,5,1,2,12
22,1,999,1,-3.4,92.431,-26.9,0.73,5017.5,2,4,1,1,1,2,5,5,2,2,12
22,2,6,1,-3.4,92.431,-26.9,0.73,5017.5,2,4,1,1,1,2,5,5,3,2,12
21,1,999,0,-3.4,92.431,-26.9,0.728,5017.5,2,2,1,1,1,2,5,2,1,2,12
24,3,999,0,-3.4,92.431,-26.9,0.722,5017.5,2,2,1,2,1,2,5,4,1,2,12
26,3,999,0,-3.4,92.431,-26.9,0.72,5017.5,2,2,1,1,1,2,5,5,1,2,12
25,1,999,1,-3.4,92.431,-26.9,0.72,5017.5,2,2,1,1,1,2,5,5,2,2,12
27,1,999,0,-3.4,92.649,-30.1,0.715,5017.5,2,7,1,1,2,2,6,1,1,2,12
22,3,999,0,-3.4,92.649,-30.1,0.715,5017.5,2,5,1,1,1,2,6,1,1,2,12
20,1,7,1,-3.4,92.649,-30.1,0.715,5017.5,2,2,1,2,1,2,6,3,3,2,12
20,1,999,3,-3.4,92.649,-30.1,0.715,5017.5,2,2,1,1,1,2,6,3,2,2,12
20,2,3,3,-3.4,92.649,-30.1,0.715,5017.5,2,2,1,1,1,2,6,3,3,2,12
23,1,3,2,-3.4,92.649,-30.1,0.715,5017.5,2,7,1,2,1,2,6,3,3,2,12
29,3,3,2,-3.4,92.649,-30.1,0.714,5017.5,2,5,1,1,1,2,6,4,3,2,12
29,1,7,1,-3.4,92.649,-30.1,0.714,5017.5,2,5,1,2,2,2,6,4,3,2,12
26,1,7,1,-3.4,92.649,-30.1,0.714,5017.5,2,7,1,1,1,2,6,5,3,2,12
18,2,7,2,-3.4,92.649,-30.1,0.714,5017.5,2,2,1,1,1,2,6,5,2,2,12
19,1,999,1,-3.4,92.649,-30.1,0.714,5017.5,2,6,1,2,1,2,6,1,2,2,12
24,2,3,3,-3.4,92.649,-30.1,0.716,5017.5,2,6,1,2,1,2,6,3,3,2,12
30,1,4,2,-3,92.713,-33,0.715,5023.5,2,6,1,1,1,2,7,3,3,2,12
18,2,999,0,-3,92.713,-33,0.712,5023.5,2,4,1,1,1,2,7,4,1,2,12
24,3,999,0,-3,92.713,-33,0.712,5023.5,2,2,1,2,1,2,7,4,1,2,12
21,3,6,1,-3,92.713,-33,0.71,5023.5,2,7,1,2,1,2,7,5,3,2,12
23,2,999,0,-3,92.713,-33,0.708,5023.5,2,4,1,2,1,2,7,2,1,2,12
23,2,999,0,-3,92.713,-33,0.708,5023.5,2,4,1,2,1,2,7,2,1,2,12
19,1,5,2,-1.8,93.369,-34.8,0.655,5008.7,2,3,1,2,1,2,8,2,3,2,12
21,1,6,1,-1.8,93.369,-34.8,0.655,5008.7,2,4,1,1,1,2,8,3,3,2,12
21,2,999,1,-1.8,93.369,-34.8,0.655,5008.7,2,4,1,2,1,2,8,3,2,2,12
27,1,999,0,-1.8,93.369,-34.8,0.653,5008.7,2,2,1,1,1,2,8,5,1,2,12
23,1,3,1,-1.8,93.369,-34.8,0.649,5008.7,2,2,1,1,1,1,8,5,3,2,12
26,1,6,3,-1.8,93.369,-34.8,0.649,5008.7,2,2,1,1,1,2,8,5,3,2,12
23,1,999,0,-1.8,93.369,-34.8,0.644,5008.7,2,2,1,1,1,2,8,3,1,2,12
38,1,3,4,-1.8,93.369,-34.8,0.639,5008.7,2,6,1,1,2,2,8,1,3,2,12
30,1,3,2,-1.8,93.369,-34.8,0.637,5008.7,2,6,1,1,2,1,8,2,3,2,12
30,1,9,1,-1.8,93.369,-34.8,0.637,5008.7,2,6,1,2,1,2,8,2,3,2,12
30,1,14,1,-1.8,93.369,-34.8,0.635,5008.7,2,6,1,1,1,2,8,4,3,2,12
30,1,999,0,-1.8,93.369,-34.8,0.635,5008.7,2,6,1,2,1,2,8,4,1,2,12
27,1,4,1,-1.8,93.749,-34.6,0.635,5008.7,2,6,1,2,1,1,9,4,3,2,12
20,1,999,1,-1.8,93.749,-34.6,0.644,5008.7,2,1,1,2,2,2,9,2,2,2,12
20,4,6,1,-1.8,93.749,-34.6,0.644,5008.7,2,1,1,2,2,2,9,2,3,2,12
20,1,999,3,-1.8,93.749,-34.6,0.645,5008.7,2,2,1,1,1,2,9,1,2,2,12
31,1,6,2,-1.8,93.749,-34.6,0.663,5008.7,2,7,1,2,2,2,9,5,3,2,12
21,1,999,0,-1.8,93.749,-34.6,0.663,5008.7,2,2,1,2,1,2,9,5,1,2,12
18,1,3,1,-1.8,93.876,-40,0.668,5008.7,2,6,1,2,1,1,1,2,3,2,12
18,1,6,1,-1.8,93.876,-40,0.668,5008.7,2,6,1,2,1,2,1,2,3,2,12
24,2,6,2,-1.8,93.876,-40,0.668,5008.7,2,2,1,2,1,2,1,2,3,2,12
32,2,999,0,-1.8,93.876,-40,0.672,5008.7,2,6,1,2,1,2,1,3,1,2,12
24,1,7,2,-1.8,93.876,-40,0.672,5008.7,2,2,1,1,1,2,1,3,3,2,12
20,4,999,0,-1.8,93.876,-40,0.672,5008.7,2,6,1,2,1,1,1,3,1,2,12
31,2,999,1,-1.8,93.876,-40,0.677,5008.7,2,6,1,1,1,2,1,4,2,2,12
30,3,999,0,-1.8,93.876,-40,0.682,5008.7,2,2,1,1,1,1,1,5,1,2,12
30,2,3,2,-1.8,93.876,-40,0.682,5008.7,2,2,1,1,1,2,1,5,3,2,12
22,2,3,2,-1.8,93.876,-40,0.682,5008.7,2,6,1,2,1,2,1,1,3,2,12
29,1,999,1,-1.8,93.876,-40,0.685,5008.7,2,7,1,2,1,2,1,1,2,2,12
28,1,3,5,-1.8,93.876,-40,0.69,5008.7,2,2,1,1,2,2,1,3,3,2,12
28,2,999,0,-1.8,93.876,-40,0.695,5008.7,2,7,1,3,3,2,1,5,1,2,12
20,2,12,1,-1.8,93.876,-40,0.697,5008.7,2,6,1,1,1,2,1,2,3,2,12
22,1,999,0,-1.8,93.876,-40,0.697,5008.7,2,2,1,2,1,2,1,2,1,2,12
37,1,999,1,-1.8,93.876,-40,0.699,5008.7,3,7,1,2,1,2,1,4,2,2,12
37,2,999,0,-1.8,93.876,-40,0.699,5008.7,3,7,1,2,2,2,1,4,1,2,12
22,2,1,1,-1.8,93.876,-40,0.699,5008.7,2,2,2,2,2,1,1,4,3,2,12
27,1,999,0,-1.8,93.876,-40,0.701,5008.7,2,4,1,2,2,2,1,1,1,2,12
21,1,999,0,-1.7,94.055,-39.8,0.72,4991.6,2,2,1,2,1,2,2,1,1,2,12
22,1,12,2,-1.7,94.055,-39.8,0.72,4991.6,2,2,1,1,2,2,2,1,2,2,12
25,2,999,0,-1.7,94.055,-39.8,0.72,4991.6,2,2,1,1,1,2,2,1,1,2,12
24,6,6,1,-1.7,94.055,-39.8,0.727,4991.6,2,2,1,1,1,2,2,3,3,2,12
24,2,12,2,-1.7,94.055,-39.8,0.729,4991.6,2,2,1,1,2,2,2,4,2,2,12
23,1,14,1,-1.7,94.055,-39.8,0.748,4991.6,2,3,1,1,1,2,2,5,3,2,12
25,2,6,3,-1.7,94.055,-39.8,0.761,4991.6,2,2,1,2,2,2,2,2,3,2,12
21,2,999,0,-1.7,94.055,-39.8,0.767,4991.6,2,2,1,2,2,2,2,3,1,2,12
21,2,999,0,-1.7,94.215,-40.3,0.797,4991.6,2,4,1,2,1,2,3,2,1,2,12
21,1,12,1,-1.7,94.215,-40.3,0.81,4991.6,2,6,1,1,1,1,3,4,3,2,12
21,1,13,2,-1.7,94.215,-40.3,0.81,4991.6,2,6,1,2,1,2,3,4,2,2,12
19,1,6,2,-1.7,94.215,-40.3,0.827,4991.6,2,4,1,1,2,1,3,1,3,2,12
28,2,6,1,-1.7,94.215,-40.3,0.827,4991.6,2,2,1,2,1,2,3,1,3,2,12
30,4,999,2,-1.7,94.215,-40.3,0.84,4991.6,2,5,1,2,1,2,3,3,2,2,12
20,3,6,3,-1.7,94.215,-40.3,0.846,4991.6,2,4,1,2,1,2,3,4,3,2,12
23,2,16,1,-1.7,94.215,-40.3,0.876,4991.6,2,6,1,1,1,2,3,2,3,2,12
31,3,6,2,-1.7,94.215,-40.3,0.885,4991.6,2,7,1,1,1,2,3,5,3,2,12
31,2,999,0,-1.7,94.215,-40.3,0.885,4991.6,2,7,1,2,2,2,3,5,1,2,12
23,1,999,2,-1.7,94.215,-40.3,0.893,4991.6,2,6,1,1,1,2,3,2,2,2,12
24,2,6,3,-1.7,94.215,-40.3,0.896,4991.6,2,5,1,1,1,2,3,3,3,2,12
24,2,999,0,-1.7,94.215,-40.3,0.896,4991.6,2,5,1,2,1,2,3,3,1,2,12
31,3,18,3,-1.7,94.027,-38.3,0.898,4991.6,2,6,1,2,1,2,4,1,2,2,12
31,4,6,2,-1.7,94.027,-38.3,0.899,4991.6,2,7,1,1,1,2,4,2,3,2,12
30,3,999,1,-1.7,94.027,-38.3,0.899,4991.6,2,2,1,1,1,2,4,2,2,2,12
21,3,9,2,-1.7,94.027,-38.3,0.899,4991.6,2,2,1,2,1,2,4,2,3,2,12
28,1,0,1,-1.7,94.027,-38.3,0.9,4991.6,2,4,1,2,1,2,4,3,3,2,12
27,1,3,3,-1.7,94.027,-38.3,0.9,4991.6,2,7,1,1,1,2,4,3,3,2,12
18,2,6,1,-1.7,94.027,-38.3,0.9,4991.6,2,6,1,2,1,2,4,3,3,2,12
18,1,17,2,-1.7,94.027,-38.3,0.9,4991.6,2,6,1,2,1,2,4,3,2,2,12
31,2,999,0,-1.7,94.027,-38.3,0.904,4991.6,2,6,1,2,1,2,4,4,1,2,12
31,2,999,0,-1.7,94.027,-38.3,0.904,4991.6,2,6,1,2,1,2,4,4,1,2,12
26,1,14,1,-1.7,94.027,-38.3,0.903,4991.6,2,2,1,2,1,2,4,3,3,2,12
25,1,999,0,-1.7,94.027,-38.3,0.898,4991.6,2,2,1,2,2,1,4,5,1,2,12
33,3,3,4,-1.7,94.027,-38.3,0.896,4991.6,1,5,1,2,1,2,4,1,3,2,12
19,1,999,0,-1.7,94.027,-38.3,0.886,4991.6,2,2,1,3,3,2,4,2,1,2,12
24,1,5,1,-1.1,94.199,-37.5,0.886,4963.6,2,6,1,2,1,2,10,3,3,2,12
31,2,6,2,-1.1,94.199,-37.5,0.88,4963.6,2,6,1,3,3,2,10,3,3,2,12
23,3,6,2,-1.1,94.199,-37.5,0.879,4963.6,2,4,1,2,2,2,10,1,3,2,12
24,2,6,2,-1.1,94.199,-37.5,0.876,4963.6,2,2,1,2,2,2,10,3,3,2,12
19,2,6,3,-1.1,94.199,-37.5,0.876,4963.6,2,1,1,2,1,2,10,3,3,2,12
23,1,8,2,-1.1,94.199,-37.5,0.876,4963.6,2,5,1,2,1,2,10,3,3,2,12
23,2,15,1,-1.1,94.199,-37.5,0.876,4963.6,2,5,1,1,1,2,10,3,3,2,12
25,3,999,0,-1.1,94.199,-37.5,0.879,4963.6,2,2,1,2,1,2,10,4,1,2,12
19,5,13,1,-1.1,94.199,-37.5,0.879,4963.6,2,3,1,2,2,2,10,4,3,2,12
23,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,2,4,1,2,1,2,10,4,1,2,12
25,1,999,0,-1.1,94.199,-37.5,0.876,4963.6,2,2,1,1,1,1,10,1,1,2,12
30,2,6,1,-1.1,94.199,-37.5,0.88,4963.6,2,5,1,2,1,2,10,2,3,2,12
21,1,999,0,-1.1,94.601,-49.5,0.982,4963.6,2,2,1,1,1,2,5,2,1,2,12
20,1,3,4,-1.1,94.601,-49.5,0.982,4963.6,2,6,1,2,2,2,5,2,3,2,12
31,3,999,0,-1.1,94.601,-49.5,1.029,4963.6,2,2,1,2,1,2,5,5,1,2,12
25,1,3,1,-1.1,94.601,-49.5,1.029,4963.6,2,2,1,2,1,2,5,5,3,2,12
23,1,3,1,-1.1,94.601,-49.5,1.029,4963.6,2,2,1,1,2,2,5,5,3,2,12
25,3,999,0,-1.1,94.601,-49.5,1.029,4963.6,2,2,1,1,1,2,5,5,1,2,12
23,2,999,1,-1.1,94.601,-49.5,1.032,4963.6,2,2,1,2,1,2,5,1,2,2,12
25,2,6,3,-1.1,94.601,-49.5,1.032,4963.6,2,2,1,2,1,2,5,1,3,2,12
21,2,999,0,-1.1,94.601,-49.5,1.037,4963.6,2,2,1,1,1,2,5,2,1,2,12
31,1,999,0,-1.1,94.601,-49.5,1.043,4963.6,2,7,1,1,1,2,5,3,1,2,12
18,1,13,2,-1.1,94.767,-50.8,1.049,4963.6,2,1,1,2,1,1,6,2,3,2,12
29,1,3,3,-1.1,94.767,-50.8,1.05,4963.6,2,2,1,2,2,2,6,4,3,2,12
25,1,999,0,-1.1,94.767,-50.8,1.041,4963.6,2,2,1,1,1,2,6,4,1,2,12
33,1,999,0,-1.1,94.767,-50.8,1.031,4963.6,1,5,1,2,1,1,6,4,1,2,12
49,1,999,0,1.1,93.994,-36.4,4.857,5191,1,7,2,2,1,1,1,1,1,2,11
41,1,999,0,1.1,93.994,-36.4,4.856,5191,1,7,1,2,1,1,1,3,1,2,11
44,2,999,0,1.1,93.994,-36.4,4.856,5191,1,1,2,1,1,1,1,3,1,2,11
31,2,999,0,1.1,93.994,-36.4,4.855,5191,3,2,1,2,1,1,1,4,1,2,11
45,2,999,0,1.1,93.994,-36.4,4.856,5191,1,7,1,2,1,1,1,2,1,2,11
45,1,999,0,1.1,93.994,-36.4,4.859,5191,1,7,1,2,2,1,1,5,1,2,11
40,1,999,0,1.1,93.994,-36.4,4.859,5191,1,7,1,1,1,1,1,5,1,2,11
56,2,999,0,1.1,93.994,-36.4,4.858,5191,1,7,1,1,2,1,1,3,1,2,11
28,1,999,0,1.1,93.994,-36.4,4.86,5191,1,4,2,2,1,1,1,4,1,2,11
41,10,999,0,1.1,93.994,-36.4,4.864,5191,1,7,1,2,1,1,1,5,1,2,11
39,2,999,0,1.4,94.465,-41.8,4.866,5228.1,2,3,1,1,1,1,2,4,1,2,11
27,3,999,0,1.4,94.465,-41.8,4.961,5228.1,2,7,1,2,1,1,2,1,1,2,11
43,1,999,0,1.4,94.465,-41.8,4.959,5228.1,1,7,2,1,1,1,2,3,1,2,11
43,6,999,0,1.4,94.465,-41.8,4.958,5228.1,1,2,1,1,1,1,2,4,1,2,11
